et,c,lat,long,fat
Battle-Rebels overtake territory,Mali,19.9625,2.8575,0
Battle-Rebels overtake territory,Mali,18.44,1.41,0
Battle-Rebels overtake territory,Mali,20.1986,1.01139,3
Battle-Rebels overtake territory,Mali,16.25704,-3.40126,0
Battle-Rebels overtake territory,Mali,18.04,0.60111,0
Battle-Rebels overtake territory,Mali,12.62352,-7.98383,1
Battle-Rebels overtake territory,Mali,16.7667,-3.0167,0
Battle-Rebels overtake territory,Mali,16.266667,-0.05,0
Battle-Rebels overtake territory,Mali,18.04,0.60111,0
Battle-Rebels overtake territory,Mali,15.6597,0.5022,0
Battle-Rebels overtake territory,Mali,12.65,-8,0
Battle-Rebels overtake territory,Mali,16.955,-0.34861,1
Battle-Rebels overtake territory,Mali,18.44,1.41,0
Battle-Rebels overtake territory,Mali,16.266667,-0.05,0
Battle-Rebels overtake territory,Mali,16.83486,-2.5319,0
Battle-Rebels overtake territory,Mali,16.7667,-3.0167,0
Battle-Rebels overtake territory,Mali,16.266667,-0.05,20
Battle-Rebels overtake territory,Mali,15.66,0.5,0
Battle-Rebels overtake territory,Mali,15,-2.95,0
Battle-Rebels overtake territory,Mali,14.5297,-4.0922,0
Battle-Rebels overtake territory,Mali,15.9182,2.4022,0
Battle-Rebels overtake territory,Mali,15.7118,-4.9118,0
Battle-No change of territory,Mauritania,18.1194,-16.0406,0
Battle-No change of territory,Morocco,33.9,-5.55,0
Battle-No change of territory,Morocco,35.78058,-5.81365,0
Battle-No change of territory,Morocco,31.63148,-8.00828,0
Battle-No change of territory,Morocco,31.63148,-8.00828,31
Battle-No change of territory,Morocco,31.63148,-8.00828,31
Battle-No change of territory,Mozambique,-15.5,33,1
Battle-No change of territory,Mozambique,-25.5,32.333333,1
Battle-No change of territory,Mozambique,-25.9622,32.4589,1
Battle-No change of territory,Mozambique,-14.3525,35.650556,0
Battle-No change of territory,Niger,13.4304,2.8736,7
Battle-No change of territory,Niger,14.9104,0.8446,0
Battle-No change of territory,Nigeria,6.25,8.08333,52
Battle-No change of territory,Nigeria,6.45306,3.39583,0
Battle-No change of territory,Nigeria,12.7903,10.2348,1
Battle-No change of territory,Nigeria,11.21667,13.11667,0
Battle-No change of territory,Nigeria,11.7091,11.0694,2
Battle-No change of territory,Nigeria,11.84644,13.16027,1
Battle-No change of territory,Nigeria,10.61285,12.19458,2
Battle-No change of territory,Nigeria,11.84644,13.16027,2
Battle-No change of territory,Nigeria,6.45306,3.39583,0
Battle-No change of territory,Nigeria,11.84644,13.16027,4
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,10.72037,12.15927,4
Battle-No change of territory,Nigeria,12.00012,8.5288,2
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,9.08,7.53,0
Battle-No change of territory,Nigeria,11.84644,13.16027,11
Battle-No change of territory,Nigeria,6.45306,3.39583,0
Battle-No change of territory,Nigeria,11.747,11.9608,0
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,10.52224,7.43828,0
Battle-No change of territory,Nigeria,10.52224,7.43828,0
Battle-No change of territory,Nigeria,11.84644,13.16027,13
Battle-No change of territory,Nigeria,10.52224,7.43828,1
Battle-No change of territory,Nigeria,11.84644,13.16027,1
Battle-No change of territory,Nigeria,9.18052,7.17933,1
Battle-No change of territory,Nigeria,10.49673,7.43914,0
Battle-No change of territory,Nigeria,8.1,6.8,1
Battle-No change of territory,Nigeria,11.84644,13.16027,0
Battle-No change of territory,Nigeria,9.61389,6.55694,2
Battle-No change of territory,Nigeria,9.61389,6.55694,3
Battle-No change of territory,Nigeria,9.10444,7.21333,0
Battle-No change of territory,Nigeria,11.84644,13.16027,8
Battle-No change of territory,Nigeria,12.00012,8.5288,6
Battle-No change of territory,Nigeria,10.28969,11.16729,12
Battle-No change of territory,Nigeria,10.89403,9.82877,0
Battle-No change of territory,Nigeria,9.18052,7.17933,0
Battle-No change of territory,Nigeria,11.66667,9.93139,3
Battle-No change of territory,Nigeria,11.84644,13.16027,1
Battle-No change of territory,Nigeria,10.96879,9.38661,4
Battle-No change of territory,Nigeria,11.84644,13.16027,4
Battle-No change of territory,Nigeria,4.75,6.08333,14
Battle-No change of territory,Nigeria,4.75,6.08333,8
Battle-No change of territory,Nigeria,4.83333,6,4
Battle-No change of territory,Nigeria,7.33333,8.75,30
Battle-No change of territory,Nigeria,12.00012,8.5288,2
Battle-No change of territory,Nigeria,11.84644,13.16027,3
Battle-No change of territory,Nigeria,11.65583,13.42133,0
Battle-No change of territory,Nigeria,11.06667,7.7,1
Battle-No change of territory,Nigeria,10.83342,11.51179,4
Battle-No change of territory,Nigeria,13.06092,5.23902,0
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,9.2,12.48333,0
Battle-No change of territory,Nigeria,11.5221,13.68558,1
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,10.26761,13.26436,3
Battle-No change of territory,Nigeria,9.91667,8.9,0
Battle-No change of territory,Nigeria,7.26667,9.98333,15
Battle-No change of territory,Nigeria,12.00012,8.5288,9
Battle-No change of territory,Nigeria,12.00012,8.5288,2
Battle-No change of territory,Nigeria,11.84644,13.16027,5
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,11.84644,13.16027,6
Battle-No change of territory,Nigeria,7.7411,8.5121,0
Battle-No change of territory,Nigeria,7.82873,6.0731,0
Battle-No change of territory,Nigeria,11.6774,11.3345,4
Battle-No change of territory,Nigeria,11.84644,13.16027,4
Battle-No change of territory,Nigeria,9.91667,8.9,4
Battle-No change of territory,Nigeria,10.64697,12.91104,4
Battle-No change of territory,Nigeria,7.44982,6.32209,6
Battle-No change of territory,Nigeria,10.52224,7.43828,0
Battle-No change of territory,Nigeria,7.44982,6.32209,7
Battle-No change of territory,Nigeria,11.864,11.0698,1
Battle-No change of territory,Nigeria,12.00012,8.5288,2
Battle-No change of territory,Nigeria,11.84644,13.16027,3
Battle-No change of territory,Nigeria,9.16667,9.75,1
Battle-No change of territory,Nigeria,12.00012,8.5288,3
Battle-No change of territory,Nigeria,7.26667,9.98333,2
Battle-No change of territory,Nigeria,5.90763,6.93436,3
Battle-No change of territory,Nigeria,10.28969,11.16729,0
Battle-No change of territory,Nigeria,11.84644,13.16027,3
Battle-No change of territory,Nigeria,7.38778,3.89639,0
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,10.78887,7.77493,0
Battle-No change of territory,Nigeria,10,8,1
Battle-No change of territory,Nigeria,9.28333,12.46667,0
Battle-No change of territory,Nigeria,11.84644,13.16027,4
Battle-No change of territory,Nigeria,11.84644,13.16027,2
Battle-No change of territory,Nigeria,10.61285,12.19458,5
Battle-No change of territory,Nigeria,5.92364,6.88357,4
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,10.8509,11.43135,0
Battle-No change of territory,Nigeria,6.25,9.03333,3
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,6.2611,7.2661,1
Battle-No change of territory,Nigeria,8.88333,11.36667,11
Battle-No change of territory,Nigeria,11.3548,14.21296,2
Battle-No change of territory,Nigeria,9.2,12.48333,9
Battle-No change of territory,Nigeria,9.2,12.48333,9
Battle-No change of territory,Nigeria,11.92543,13.60269,2
Battle-No change of territory,Nigeria,12.33417,6.40569,4
Battle-No change of territory,Nigeria,11.84644,13.16027,7
Battle-No change of territory,Nigeria,5.07395,6.65353,2
Battle-No change of territory,Nigeria,11.747,11.9608,1
Battle-No change of territory,Nigeria,6.14543,6.78845,1
Battle-No change of territory,Nigeria,7.93333,4.71667,1
Battle-No change of territory,Nigeria,11.84644,13.16027,0
Battle-No change of territory,Nigeria,11.84644,13.16027,1
Battle-No change of territory,Nigeria,13.06092,5.23902,2
Battle-No change of territory,Nigeria,12.00012,8.5288,5
Battle-No change of territory,Nigeria,6.52626,3.35714,0
Battle-No change of territory,Nigeria,6.14543,6.78845,16
Battle-No change of territory,Nigeria,12.00012,8.5288,3
Battle-No change of territory,Nigeria,11.84644,13.16027,16
Battle-No change of territory,Nigeria,6.14543,6.78845,1
Battle-No change of territory,Nigeria,11.84644,13.16027,9
Battle-No change of territory,Nigeria,11.7091,11.0694,1
Battle-No change of territory,Nigeria,12.00012,8.5288,1
Battle-No change of territory,Nigeria,7.15,3.35,1
Battle-No change of territory,Nigeria,5.54191,6.22749,1
Battle-No change of territory,Nigeria,5.91667,5.7,1
Battle-No change of territory,Nigeria,8.5,4.55,2
Battle-No change of territory,Nigeria,11.84644,13.16027,2
Battle-No change of territory,Nigeria,7.38778,3.89639,2
Battle-No change of territory,Nigeria,12.00012,8.5288,4
Battle-No change of territory,Nigeria,6.73273,5.38989,0
Battle-No change of territory,Nigeria,4.9517,8.322,5
Battle-No change of territory,Nigeria,10.52224,7.43828,5
Battle-No change of territory,Nigeria,11.747,11.9608,0
Battle-No change of territory,Nigeria,11.31514,8.75633,9
Battle-No change of territory,Nigeria,11.747,11.9608,4
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,7.85,9.78333,0
Battle-No change of territory,Nigeria,11.747,11.9608,2
Battle-No change of territory,Nigeria,12.00012,8.5288,18
Battle-No change of territory,Nigeria,10.79942,13.4622,5
Battle-No change of territory,Nigeria,11.747,11.9608,5
Battle-No change of territory,Nigeria,11.747,11.9608,0
Battle-No change of territory,Nigeria,11.747,11.9608,3
Battle-No change of territory,Nigeria,6.95935,3.03758,3
Battle-No change of territory,Nigeria,11.747,11.9608,1
Battle-No change of territory,Nigeria,9.53333,8.9,23
Battle-No change of territory,Nigeria,6.45306,3.39583,1
Battle-No change of territory,Nigeria,6.33333,8.1,1
Battle-No change of territory,Nigeria,9.8,8.6667,1
Battle-No change of territory,Nigeria,6.16667,6.78333,0
Battle-No change of territory,Nigeria,6.2907,7.4801,1
Battle-No change of territory,Nigeria,6.49789,3.38212,0
Battle-No change of territory,Nigeria,11.84644,13.16027,0
Battle-No change of territory,Nigeria,6.4167,7.0154,0
Battle-No change of territory,Nigeria,12.499,12.7848,0
Battle-No change of territory,Nigeria,11.84644,13.1603,3
Battle-No change of territory,Nigeria,10.5,10,3
Battle-No change of territory,Nigeria,11.84644,13.1603,2
Battle-No change of territory,Nigeria,13.06092,5.23902,6
Battle-No change of territory,Nigeria,12.67863,13.60792,2
Battle-No change of territory,Nigeria,10.28969,11.167288,0
Battle-No change of territory,Nigeria,10.28969,11.167288,0
Battle-No change of territory,Nigeria,11.747,11.9608,9
Battle-No change of territory,Nigeria,6.742063,6.139003,1
Battle-No change of territory,Nigeria,6.742063,6.139003,1
Battle-No change of territory,Nigeria,6.815,8.6531,5
Battle-No change of territory,Nigeria,6.8354,8.6785,5
Battle-No change of territory,Nigeria,7.44982,6.32209,4
Battle-No change of territory,Nigeria,10.5,10,2
Battle-No change of territory,Nigeria,12.683333,4.983333,1
Battle-No change of territory,Nigeria,11.747,11.9608,2
Battle-No change of territory,Nigeria,11.846441,13.160274,20
Battle-No change of territory,Nigeria,11.747,11.9608,0
Battle-No change of territory,Nigeria,11.747,11.9608,1
Battle-No change of territory,Nigeria,11.747,11.9608,0
Battle-No change of territory,Nigeria,10.096277,8.89478,0
Battle-No change of territory,Nigeria,7.44982,6.32209,1
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,11.994354,8.513807,0
Battle-No change of territory,Nigeria,11.747,11.9608,0
Battle-No change of territory,Nigeria,4.92472,6.26417,2
Battle-No change of territory,Nigeria,11.846441,13.160274,1
Battle-No change of territory,Nigeria,11.747,11.9608,1
Battle-No change of territory,Nigeria,11.846441,13.160274,5
Battle-No change of territory,Nigeria,11.747,11.9608,1
Battle-No change of territory,Nigeria,11.747,11.9608,1
Battle-No change of territory,Nigeria,11.846441,13.160274,5
Battle-No change of territory,Nigeria,12.36113,13.8246,3
Battle-No change of territory,Nigeria,11.747,11.9608,0
Battle-No change of territory,Nigeria,11.846441,13.160274,7
Battle-No change of territory,Nigeria,11.846441,13.160274,7
Battle-No change of territory,Nigeria,11.846441,13.160274,7
Battle-No change of territory,Nigeria,6.4402,7.4943,0
Battle-No change of territory,Nigeria,5.745937,5.902126,0
Battle-No change of territory,Nigeria,11.994354,8.513807,4
Battle-No change of territory,Nigeria,12.00012,8.5288,1
Battle-No change of territory,Nigeria,11.846441,13.160274,14
Battle-No change of territory,Nigeria,11.94684,8.61218,2
Battle-No change of territory,Nigeria,4.777423,7.013404,2
Battle-No change of territory,Nigeria,11.5,13,2
Battle-No change of territory,Nigeria,4.9517,8.322,4
Battle-No change of territory,Nigeria,11.846441,13.160274,2
Battle-No change of territory,Nigeria,11.846441,13.160274,2
Battle-No change of territory,Nigeria,11.747,11.9608,17
Battle-No change of territory,Nigeria,10.267607,13.26436,0
Battle-No change of territory,Nigeria,11.747,11.9608,18
Battle-No change of territory,Nigeria,9.613889,6.556944,2
Battle-No change of territory,Nigeria,11.06667,7.7,2
Battle-No change of territory,Nigeria,11.846441,13.160274,1
Battle-No change of territory,Nigeria,5.151641,6.844585,2
Battle-No change of territory,Nigeria,11.846441,13.160274,2
Battle-No change of territory,Nigeria,11.747,11.9608,0
Battle-No change of territory,Nigeria,11.747,11.9608,0
Battle-No change of territory,Nigeria,11.747,11.9608,30
Battle-No change of territory,Nigeria,10.28969,11.167288,1
Battle-No change of territory,Nigeria,11.846441,13.160274,7
Battle-No change of territory,Nigeria,11.846441,13.160274,2
Battle-No change of territory,Nigeria,11.994354,8.513807,2
Battle-No change of territory,Nigeria,11.276389,9.885833,0
Battle-No change of territory,Nigeria,11.994354,8.513807,2
Battle-No change of territory,Nigeria,9.5667,8.9167,1
Battle-No change of territory,Nigeria,9.633333,8.766667,4
Battle-No change of territory,Nigeria,11.846441,13.160274,0
Battle-No change of territory,Nigeria,11.846441,13.160274,3
Battle-No change of territory,Nigeria,11.846441,13.160274,3
Battle-No change of territory,Nigeria,11.846441,13.160274,12
Battle-No change of territory,Nigeria,11.846441,13.160274,1
Battle-No change of territory,Nigeria,11.846441,13.160274,4
Battle-No change of territory,Nigeria,11.846441,13.160274,12
Battle-No change of territory,Nigeria,10.267607,13.26436,0
Battle-No change of territory,Nigeria,11.7091,11.0694,24
Battle-No change of territory,Nigeria,8.233333,8.566667,3
Battle-No change of territory,Nigeria,11.7091,11.0694,0
Battle-No change of territory,Nigeria,11.7091,11.0694,6
Battle-No change of territory,Nigeria,10.86583,12.84702,0
Battle-No change of territory,Nigeria,4.845359,6.266464,2
Battle-No change of territory,Nigeria,9.916667,8.9,1
Battle-No change of territory,Nigeria,11.994354,8.513807,1
Battle-No change of territory,Nigeria,11.2834,11.308,2
Battle-No change of territory,Nigeria,11.6765,10.1948,2
Battle-No change of territory,Nigeria,6.630556,3.389722,1
Battle-No change of territory,Nigeria,7.51944,3.97222,0
Battle-No change of territory,Nigeria,12.871,11.0482,4
Battle-No change of territory,Nigeria,7.38778,3.89639,0
Battle-No change of territory,Nigeria,10.267607,13.26436,2
Battle-No change of territory,Nigeria,11.846441,13.160274,0
Battle-No change of territory,Nigeria,11.6815,11.6226,0
Battle-No change of territory,Nigeria,11.268889,11.99944,3
Battle-No change of territory,Nigeria,11.859244,9.96648,1
Battle-No change of territory,Nigeria,7.3179,8.9951,0
Battle-No change of territory,Nigeria,7.621,5.2215,0
Battle-No change of territory,Nigeria,11.846441,13.160274,1
Battle-No change of territory,Nigeria,9.533333,8.9,0
Battle-No change of territory,Nigeria,11.164,7.697,2
Battle-No change of territory,Nigeria,7.5618,8.8887,0
Battle-No change of territory,Nigeria,8.483333,8.516667,5
Battle-No change of territory,Nigeria,9.08,7.53,0
Battle-No change of territory,Nigeria,11.846441,13.160274,4
Battle-No change of territory,Nigeria,12.282949,14.472434,5
Battle-No change of territory,Nigeria,6.45306,3.39583,1
Battle-No change of territory,Nigeria,6.3333,7.65,0
Battle-No change of territory,Nigeria,9.55,8.75,1
Battle-No change of territory,Nigeria,13.09771,12.4952,0
Battle-No change of territory,Nigeria,13.09771,12.4952,5
Battle-No change of territory,Nigeria,12.00012,8.5288,1
Battle-No change of territory,Nigeria,11.6765,10.1948,2
Battle-No change of territory,Nigeria,10.86583,12.847017,1
Battle-No change of territory,Nigeria,11.846441,13.160274,3
Battle-No change of territory,Nigeria,12.33772,14.18052,2
Battle-No change of territory,Nigeria,11.846441,13.160274,11
Battle-No change of territory,Nigeria,6.16667,6.78333,2
Battle-No change of territory,Nigeria,11.7091,11.0694,2
Battle-No change of territory,Nigeria,12.00012,8.5288,2
Battle-No change of territory,Nigeria,11.846441,13.160274,4
Battle-No change of territory,Nigeria,11.846441,13.160274,1
Battle-No change of territory,Nigeria,6.61667,3.46667,5
Battle-No change of territory,Nigeria,12.008056,8.05555,0
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,12.00012,8.5288,0
Battle-No change of territory,Nigeria,11.7091,11.0694,14
Battle-No change of territory,Nigeria,11.88259,13.08901,1
Battle-No change of territory,Nigeria,12.7776,6.7834,10
Battle-No change of territory,Nigeria,7.15,3.35,0
Battle-No change of territory,Nigeria,12.84884,7.71485,2
Battle-No change of territory,Nigeria,11.7091,11.0694,15
Battle-No change of territory,Nigeria,10.522239,7.43828,5
Battle-No change of territory,Nigeria,10.78887,7.77493,5
Battle-No change of territory,Nigeria,11.88259,13.08901,1
Battle-No change of territory,Nigeria,9.99556,13.21806,30
Battle-No change of territory,Nigeria,11.7091,11.0694,5
Battle-No change of territory,Nigeria,8.94139,7.09194,2
Battle-No change of territory,Rwanda,-1.6034,29.3504,1
Battle-No change of territory,Rwanda,-1.6503,29.5718,6
Battle-No change of territory,Rwanda,-1.6151,29.2982,6
Battle-No change of territory,Rwanda,-1.6503,29.5718,0
Battle-No change of territory,Senegal,12.65444,-16.36278,1
Battle-No change of territory,Senegal,12.65444,-16.36278,0
Battle-No change of territory,Senegal,12.81028,-16.22639,0
Battle-No change of territory,Senegal,12.75,-16.33333,3
Battle-No change of territory,Senegal,12.96306,-16.18194,0
Battle-No change of territory,Senegal,12.96306,-16.18194,1
Battle-No change of territory,Senegal,12.75,-16.33333,1
Battle-No change of territory,Senegal,12.68333,-14.95,4
Battle-No change of territory,Senegal,12.58333,-16.27194,1
Battle-No change of territory,Senegal,12.48972,-16.08778,0
Battle-No change of territory,Senegal,12.3797,-16.4886,2
Battle-No change of territory,Senegal,12.58,-16.13,0
Battle-No change of territory,Senegal,14.0167,-14.6833,0
Battle-No change of territory,Sierra Leone,7.964722,-11.738333,0
Battle-No change of territory,Sierra Leone,7.876667,-11.1875,0
Battle-Government regains territory,Somalia,5.34743,48.5262,0
Battle-Government regains territory,Somalia,3.1166,43.65,0
Battle-Government regains territory,Somalia,0.96249,41.06157,0
Battle-Government regains territory,Somalia,0.96249,41.06157,0
Battle-Government regains territory,Somalia,2.698892,43.299866,0
Battle-Government regains territory,Somalia,3.02313,43.47879,0
Battle-Government regains territory,Somalia,2.88901,42.93116,0
Battle-Government regains territory,Somalia,2.073503,45.28,0
Battle-Government regains territory,Somalia,4.12303,43.890121,0
Battle-Government regains territory,Somalia,2.073503,45.28,8
Battle-Government regains territory,Somalia,4.12303,43.890121,10
Battle-Government regains territory,Somalia,2.15,45.116,0
Battle-Government regains territory,Somalia,0.5172,42.071,0
Battle-Government regains territory,Somalia,2.15,45.116,20
Battle-Government regains territory,Somalia,8.567305,47.643818,0
Battle-Government regains territory,Somalia,2.15,45.116,20
Battle-Government regains territory,Somalia,2.15,45.116,20
Battle-Government regains territory,Somalia,2.29278,45.76217,0
Battle-Government regains territory,Somalia,2.15,45.116,0
Battle-Government regains territory,Somalia,2.3333,42.2833,4
Battle-Government regains territory,Somalia,1.749276,44.743717,0
Battle-Government regains territory,Somalia,1.988126,42.385254,16
Battle-Government regains territory,Somalia,0.2837,41.7141,42
Battle-Government regains territory,Somalia,0.19,42.1,42
Battle-Government regains territory,Somalia,0.2671,42.17222,0
Battle-Government regains territory,Somalia,-0.360186,42.548761,40
Battle-Government regains territory,Somalia,1.716872,44.769888,0
Battle-Government regains territory,Somalia,-0.36029,42.546261,3
Battle-Government regains territory,Somalia,0.5172,42.071,0
Battle-Government regains territory,Somalia,2.24444,45.69167,0
Battle-Government regains territory,Somalia,2.1024,45.3508,0
Battle-Government regains territory,Somalia,0.2671,42.17222,51
Battle-Government regains territory,Somalia,0.5172,42.071,4
Battle-Government regains territory,Somalia,0.2671,42.17222,0
Battle-Government regains territory,Somalia,0.172351,42.228565,10
Battle-Government regains territory,Somalia,1.988126,42.385254,25
Battle-Government regains territory,Somalia,0.04421,42.286595,25
Battle-Government regains territory,Somalia,0.04421,42.286595,25
Battle-Government regains territory,Somalia,0.059722,42.298333,0
Battle-Government regains territory,Somalia,-0.360186,42.548761,10
Battle-Government regains territory,Somalia,-0.36029,42.546261,2
Battle-Government regains territory,Somalia,0,42,0
Battle-Government regains territory,Somalia,2.68333,44.783298,0
Battle-Government regains territory,Somalia,0,42,10
Battle-Government regains territory,Somalia,2.716321,44.511484,0
Battle-Government regains territory,Somalia,2.516667,42.966667,0
Battle-Government regains territory,Somalia,3.921944,41.915833,12
Battle-Government regains territory,Somalia,2.733333,42.9,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,0.28189,41.713612,0
Battle-No change of territory,Somalia,2.22,41.62,2
Battle-No change of territory,Somalia,3.328,42.219879,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,3.31667,45.7,0
Battle-No change of territory,Somalia,0.05,42.4,0
Battle-No change of territory,Somalia,3.328,42.219879,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,4.0333,44.5166,4
Battle-No change of territory,Somalia,2.009499,45.25,2
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.084381,45.39,1
Battle-No change of territory,Somalia,2.06516,45.39,1
Battle-No change of territory,Somalia,0.30463,41.43938,0
Battle-No change of territory,Somalia,11.2847,49.1825,0
Battle-No change of territory,Somalia,0.40627,41.01238,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,9.149384,48.419538,0
Battle-No change of territory,Somalia,5.75047,46.51312,0
Battle-No change of territory,Somalia,0.30463,41.43938,3
Battle-No change of territory,Somalia,2.043926,45.3,1
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,8.23,46.33,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.054921,45.33,1
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,8.23,46.33,0
Battle-No change of territory,Somalia,2.22,41.62,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,3.79999,42.54459,0
Battle-No change of territory,Somalia,3.79999,42.54459,3
Battle-No change of territory,Somalia,8.23,46.33,0
Battle-No change of territory,Somalia,5.537643,46.386698,3
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,3.328,42.219879,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,4.735984,45.204268,1
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,-0.36029,42.546261,20
Battle-No change of territory,Somalia,9.40701,45.06358,0
Battle-No change of territory,Somalia,4.735984,45.204268,14
Battle-No change of territory,Somalia,2.7333,41.0166,0
Battle-No change of territory,Somalia,5.537643,46.386698,2
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,3.328,42.219879,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,0.4833,42.7666,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,2.07,45.37,1
Battle-No change of territory,Somalia,4.735984,45.204268,3
Battle-No change of territory,Somalia,2.048031,45.32,0
Battle-No change of territory,Somalia,2.06,45.36,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.6833,42.2,0
Battle-No change of territory,Somalia,8.23,46.33,1
Battle-No change of territory,Somalia,6.14568,46.62712,8
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,6.76924,47.430611,1
Battle-No change of territory,Somalia,3.79999,42.54459,0
Battle-No change of territory,Somalia,0.30463,41.43938,0
Battle-No change of territory,Somalia,8.23,46.33,0
Battle-No change of territory,Somalia,4.654449,47.857604,1
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.048031,45.32,2
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.043926,45.3,0
Battle-No change of territory,Somalia,10.283333,50.233333,1
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,4.735984,45.204268,1
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,2.054921,45.33,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,2.054921,45.33,1
Battle-No change of territory,Somalia,2.033731,45.34,1
Battle-No change of territory,Somalia,2.15,45.116,10
Battle-No change of territory,Somalia,-1.03,41.483,0
Battle-No change of territory,Somalia,4.735984,45.204268,4
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,2.07,45.37,2
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.043926,45.3,0
Battle-No change of territory,Somalia,2.77905,45.50125,0
Battle-No change of territory,Somalia,2.067771,45.35,0
Battle-No change of territory,Somalia,0.5172,42.071,8
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,11.2847,49.1825,0
Battle-No change of territory,Somalia,2.6833,42.2,0
Battle-No change of territory,Somalia,2.009499,45.25,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,3.79999,42.54459,0
Battle-No change of territory,Somalia,2.033731,45.34,0
Battle-No change of territory,Somalia,4.735984,45.204268,0
Battle-No change of territory,Somalia,2.084381,45.39,0
Battle-No change of territory,Somalia,2.06516,45.39,0
Battle-No change of territory,Somalia,11.16027,48.19487,0
Battle-No change of territory,Somalia,9.154896,47.477637,0
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,0.28189,41.713612,0
Battle-No change of territory,Somalia,8.23,46.33,0
Battle-No change of territory,Somalia,3.23,44.76,0
Battle-No change of territory,Somalia,2.073503,45.28,0
Battle-No change of territory,Somalia,2.009499,45.25,4
Battle-No change of territory,Somalia,0.5172,42.071,0
Battle-No change of territory,Somalia,-1.03,41.483,0
Battle-No change of territory,Somalia,2.073503,45.28,0
