et,c,lat,long,fat
Battle-Rebels overtake territory,Somalia,2.633333,42.233333,0
Battle-No change of territory,South Africa,-29.96667,30.88333,0
Battle-No change of territory,South Africa,-29.96667,30.88333,1
Battle-No change of territory,South Africa,-29.96667,30.88333,0
Battle-No change of territory,South Africa,-28.8333,32,0
Battle-No change of territory,South Africa,-33.86667,25.56667,1
Battle-No change of territory,South Africa,-31.3333,27.85,1
Battle-No change of territory,South Africa,-26.18995,28.04895,1
Battle-No change of territory,South Africa,-29.13333,26.2,3
Battle-No change of territory,South Africa,-26.2723,27.90682,1
Battle-No change of territory,South Africa,-26.19816,28.02194,0
Battle-No change of territory,South Africa,-26.1844,27.70203,1
Battle-No change of territory,South Africa,-33.96667,25.58333,1
Battle-No change of territory,South Africa,-34.05,18.6667,0
Battle-No change of territory,South Africa,-28.55,30.41667,9
Battle-No change of territory,South Africa,-25.69129,27.49334,2
Battle-No change of territory,South Africa,-25.69129,27.49334,0
Battle-No change of territory,South Africa,-28.31667,31.26667,1
Battle-No change of territory,South Africa,-25.71935,27.31597,0
Battle-No change of territory,South Africa,-33.99445,18.59598,0
Battle-No change of territory,South Africa,-33.98333,18.56667,0
Battle-No change of territory,South Africa,-34.10687,18.82751,0
Battle-No change of territory,South Africa,-33.63981,19.0112,0
Battle-No change of territory,South Africa,-22.9711,30.6736,0
Battle-No change of territory,South Africa,-23.84664,29.38802,1
Battle-No change of territory,South Africa,-26.4539,27.3592,2
Battle-No change of territory,South Africa,-29.8579,31.0292,0
Battle-No change of territory,South Sudan,6.79853,33.13044,5
Battle-No change of territory,South Sudan,7.7833,33.0167,2
Battle-No change of territory,South Sudan,6.15996,31.71837,22
Battle-No change of territory,South Sudan,6.15996,31.71837,0
Battle-No change of territory,South Sudan,8,32,57
Battle-No change of territory,South Sudan,7.74987,31.39584,51
Battle-No change of territory,South Sudan,8.65,29.85,37
Battle-No change of territory,South Sudan,8.45955,25.678,0
Battle-No change of territory,South Sudan,8.65,29.85,0
Battle-No change of territory,South Sudan,8.65,29.85,200
Battle-No change of territory,South Sudan,3.6,32.05,0
Battle-No change of territory,South Sudan,8,32,0
Battle-No change of territory,South Sudan,8.65,29.85,0
Battle-No change of territory,South Sudan,8.03333,32.03333,7
Battle-No change of territory,South Sudan,8.65,29.85,0
Battle-No change of territory,South Sudan,8.65,29.85,0
Battle-No change of territory,South Sudan,7.66791,27.84467,0
Battle-No change of territory,South Sudan,8.65,29.85,0
Battle-No change of territory,South Sudan,8.65,29.85,0
Battle-No change of territory,South Sudan,8.65,29.85,0
Battle-No change of territory,South Sudan,8.65,29.85,0
Battle-No change of territory,South Sudan,9.23333,29.83333,0
Battle-No change of territory,South Sudan,9.23333,28.83333,1
Battle-No change of territory,South Sudan,9.23333,28.83333,5
Battle-No change of territory,South Sudan,10,32.7,0
Battle-No change of territory,South Sudan,6.34886,29.48918,0
Battle-No change of territory,South Sudan,9.53342,31.66048,21
Battle-No change of territory,South Sudan,9.53342,31.66048,0
Battle-No change of territory,South Sudan,7.81667,33.03333,0
Battle-No change of territory,South Sudan,8.65,29.85,0
Battle-No change of territory,South Sudan,10,32.7,0
Battle-No change of territory,South Sudan,8.65,29.85,0
Battle-No change of territory,South Sudan,10,32.7,0
Battle-No change of territory,South Sudan,9.694167,29.577942,30
Battle-No change of territory,South Sudan,9.675215,29.591675,0
Battle-No change of territory,South Sudan,8.8167,34.0333,0
Battle-No change of territory,South Sudan,8.459553,25.677997,0
Battle-No change of territory,South Sudan,6.20609,31.547241,0
Battle-No change of territory,South Sudan,11.4965,32.7272,0
Battle-No change of territory,South Sudan,8.768157,27.40019,2
Battle-No change of territory,South Sudan,8.733333,26.9,16
Battle-No change of territory,South Sudan,4.549046,32.23938,1
Battle-No change of territory,South Sudan,4.845972,31.601203,1
Battle-No change of territory,South Sudan,7.27369,28.68223,0
Battle-No change of territory,South Sudan,8.8167,34.0333,0
Battle-No change of territory,South Sudan,6.2072,31.5592,2
Battle-No change of territory,South Sudan,10.578802,32.151555,0
Battle-No change of territory,South Sudan,9.533424,31.660485,0
Battle-No change of territory,South Sudan,8.916616,32.429581,10
Battle-No change of territory,South Sudan,7.765423,33.244629,0
Battle-No change of territory,South Sudan,6.81837,29.68128,16
Battle-No change of territory,South Sudan,6.35,29.4833,2
Battle-No change of territory,South Sudan,11.7431,32.8049,2
Battle-No change of territory,South Sudan,6.8,33.1333,24
Battle-No change of territory,South Sudan,6.798333,33.130278,0
Battle-No change of territory,South Sudan,6.81837,29.68128,0
Battle-No change of territory,South Sudan,6.81837,29.68128,0
Battle-No change of territory,South Sudan,7.271206,27.946472,0
Battle-No change of territory,South Sudan,11.813588,32.802601,0
Battle-No change of territory,South Sudan,11.434263,32.684326,40
Battle-No change of territory,South Sudan,6.798333,33.130278,0
Battle-No change of territory,South Sudan,4.8517,31.5825,1
Battle-No change of territory,South Sudan,6.81837,29.68128,2
Battle-No change of territory,South Sudan,6.81837,29.68128,12
Battle-No change of territory,South Sudan,6.798333,33.130278,20
Battle-No change of territory,South Sudan,7.28,28.68,31
Battle-No change of territory,South Sudan,9.589917,27.38986,3
Battle-No change of territory,South Sudan,7.702778,27.995278,2
Battle-No change of territory,South Sudan,6.2072,31.5592,3
Battle-No change of territory,South Sudan,6.798333,33.130278,4
Battle-No change of territory,South Sudan,9.589917,27.38986,0
Battle-Rebels overtake territory,South Sudan,8.65,29.85,0
Battle-Government regains territory,Sudan,16.066667,25.466667,0
Battle-Government regains territory,Sudan,11.15,25.25,11
Battle-Government regains territory,Sudan,11.15,34.1,10
Battle-Government regains territory,Sudan,11.15,34.1,20
Battle-Government regains territory,Sudan,11.15,34.1,20
Battle-Government regains territory,Sudan,10.716667,25.133333,0
Battle-Government regains territory,Sudan,11.2667,34.0667,0
Battle-Government regains territory,Sudan,10.783333,34.183333,0
Battle-Government regains territory,Sudan,9.805111,24.354257,0
Battle-Government regains territory,Sudan,13.16,23.65,10
Battle-No change of territory,Sudan,11.2667,34.0667,0
Battle-No change of territory,Sudan,10.6286,29.97,9
Battle-No change of territory,Sudan,10.6286,29.97,0
Battle-No change of territory,Sudan,11.4189,33.3859,6
Battle-No change of territory,Sudan,11,30,0
Battle-No change of territory,Sudan,11.4189,33.3859,1
Battle-No change of territory,Sudan,11.15,25.25,1
Battle-No change of territory,Sudan,11.2667,34.0667,26
Battle-No change of territory,Sudan,11,30,0
Battle-No change of territory,Sudan,10.3,29.98333,4
Battle-No change of territory,Sudan,12,25,0
Battle-No change of territory,Sudan,16.066667,25.466667,12
Battle-No change of territory,Sudan,18.5,31.83333,0
Battle-No change of territory,Sudan,11.86667,31.56667,150
Battle-No change of territory,Sudan,18.5,31.83333,0
Battle-No change of territory,Sudan,12.38333,23.55,1
Battle-No change of territory,Sudan,10.63639,30.37972,0
Battle-No change of territory,Sudan,12.05,29.65,0
Battle-No change of territory,Sudan,16.066667,25.466667,0
Battle-No change of territory,Sudan,11.2667,34.0667,110
Battle-No change of territory,Sudan,11.2667,34.0667,110
Battle-No change of territory,Sudan,10.3,29.98333,1
Battle-No change of territory,Sudan,13.5,24.9,2
Battle-No change of territory,Sudan,10.3,29.98333,0
Battle-No change of territory,Sudan,11.98333,27.88333,0
Battle-No change of territory,Sudan,11.98333,27.88333,0
Battle-No change of territory,Sudan,11,30,0
Battle-No change of territory,Sudan,10.63639,30.37972,20
Battle-No change of territory,Sudan,11,25,0
Battle-No change of territory,Sudan,9.595,28.436,0
Battle-No change of territory,Sudan,11.15,34.1,14
Battle-No change of territory,Sudan,10.63246,30.3797,0
Battle-No change of territory,Sudan,13.5,23.5,1
Battle-No change of territory,Sudan,10.63246,30.3797,0
Battle-No change of territory,Sudan,12.75,22.583333,0
Battle-No change of territory,Sudan,12.058606,24.892316,0
Battle-No change of territory,Sudan,11.2667,34.0667,0
Battle-No change of territory,Sudan,11.2667,34.0667,0
Battle-No change of territory,Sudan,9.5953,27.0346,0
Battle-No change of territory,Sudan,11.2667,34.0667,0
Battle-No change of territory,Sudan,11.2667,34.0667,0
Battle-No change of territory,Sudan,9.5953,27.0346,16
Battle-No change of territory,Sudan,12.7094,32.2269,0
Battle-No change of territory,Sudan,12.1648,31.303,48
Battle-No change of territory,Sudan,16.066667,25.466667,45
Battle-No change of territory,Sudan,13.65,24.083333,2
Battle-No change of territory,Sudan,14.416667,24.866667,7
Battle-No change of territory,Sudan,11,30,0
Battle-No change of territory,Sudan,11,30,0
Battle-No change of territory,Sudan,11.7891,34.3592,0
Battle-No change of territory,Sudan,12.6833,22.55,2
Battle-No change of territory,Sudan,13.5,23.5,0
Battle-No change of territory,Sudan,12.924261,25.142212,0
Battle-No change of territory,Sudan,12.05,29.65,0
Battle-No change of territory,Sudan,11,30,0
Battle-No change of territory,Sudan,10.879485,23.652509,0
Battle-No change of territory,Sudan,16.066667,25.466667,0
Battle-No change of territory,Sudan,16.066667,25.466667,0
Battle-No change of territory,Sudan,12.924261,25.142212,0
Battle-No change of territory,Sudan,11.15,25.25,0
Battle-No change of territory,Sudan,11.15,25.25,0
Battle-No change of territory,Sudan,13.5,23.5,0
Battle-No change of territory,Sudan,11.516667,23.816667,0
Battle-No change of territory,Sudan,10.4,34.2,0
Battle-No change of territory,Sudan,13.5,23.5,6
Battle-No change of territory,Sudan,12.05861,24.89232,1
Battle-No change of territory,Sudan,12.3,23.05,1
Battle-No change of territory,Sudan,13.290738,25.164185,8
Battle-No change of territory,Sudan,11.066667,26.85,25
Battle-No change of territory,Sudan,11.066667,26.85,17
Battle-No change of territory,Sudan,11.066667,26.85,16
Battle-No change of territory,Sudan,14.2,24.66667,1
Battle-No change of territory,Sudan,9.795678,26.894531,0
Battle-No change of territory,Sudan,11.783333,26.866667,0
Battle-No change of territory,Sudan,9.690105,24.122694,6
Battle-No change of territory,Sudan,10.228437,28.001404,0
Battle-No change of territory,Sudan,14.2,24.666667,8
Battle-No change of territory,Sudan,12.058606,24.892316,1
Battle-No change of territory,Sudan,12.05861,24.89232,3
Battle-No change of territory,Sudan,14.133333,25.55,0
Battle-No change of territory,Sudan,14.133333,25.55,0
Battle-No change of territory,Sudan,14.133333,25.55,0
Battle-No change of territory,Sudan,11,30,11
Battle-No change of territory,Sudan,11,30,11
Battle-No change of territory,Sudan,13.651492,24.086666,2
Battle-No change of territory,Sudan,11.8619,31.0498,4
Battle-No change of territory,Sudan,14.2,24.666667,2
Battle-No change of territory,Sudan,14.2,24.666667,3
Battle-No change of territory,Sudan,14.2,24.666667,0
Battle-No change of territory,Sudan,12.058606,24.892316,0
Battle-No change of territory,Sudan,11.458491,29.970703,0
Battle-No change of territory,Sudan,11.458491,29.970703,32
Battle-No change of territory,Sudan,13.45,22.45,0
Battle-No change of territory,Sudan,15.834536,24.960938,0
Battle-No change of territory,Sudan,11.067234,29.796295,4
Battle-No change of territory,Sudan,10.925686,29.717331,5
Battle-No change of territory,Sudan,15.834536,24.960938,10
Battle-No change of territory,Sudan,10.925686,29.717331,18
Battle-No change of territory,Sudan,11.18,26.08,0
Battle-No change of territory,Sudan,14.66327,32.734559,2
Battle-No change of territory,Sudan,14.66327,32.734559,2
Battle-No change of territory,Sudan,13.025966,23.475037,12
Battle-No change of territory,Sudan,13.75,24.5,12
Battle-No change of territory,Sudan,14.66327,32.734559,2
Battle-No change of territory,Sudan,13.025966,23.475037,0
Battle-No change of territory,Sudan,14.66327,32.734559,2
Battle-No change of territory,Sudan,13.025966,23.475037,0
Battle-No change of territory,Sudan,12.75,22.583333,0
Battle-No change of territory,Sudan,14.66327,32.734559,2
Battle-No change of territory,Sudan,15.166667,23.65,1
Battle-No change of territory,Sudan,14.66327,32.734559,2
Battle-No change of territory,Sudan,14.66327,32.734559,2
Battle-No change of territory,Sudan,14.37624,22.505493,0
Battle-No change of territory,Sudan,14.416667,24.866667,0
Battle-No change of territory,Sudan,12.75,22.583333,0
Battle-No change of territory,Sudan,13.079478,25.247269,0
Battle-No change of territory,Sudan,14.66327,32.734559,3
Battle-No change of territory,Sudan,15.588056,32.534167,0
Battle-No change of territory,Sudan,14.3667,29.5333,22
Battle-No change of territory,Sudan,13.452622,22.447248,4
Battle-No change of territory,Sudan,13.305439,25.096893,15
Battle-No change of territory,Sudan,13.65,24.083333,1
Battle-No change of territory,Sudan,11.016607,29.716667,6
Battle-No change of territory,Sudan,14.202236,24.663792,0
Battle-No change of territory,Sudan,11.016607,29.716667,0
Battle-No change of territory,Sudan,11.016607,29.716667,0
Battle-No change of territory,Sudan,10.73,34.068333,0
Battle-No change of territory,Sudan,11.016607,29.716667,7
Battle-No change of territory,Sudan,10.73,34.068333,0
Battle-No change of territory,Sudan,15.383515,32.839165,0
Battle-No change of territory,Sudan,10.73,34.068333,0
Battle-No change of territory,Sudan,10.8575,30.983889,15
Battle-No change of territory,Sudan,15.682543,32.306671,0
Battle-No change of territory,Sudan,11.113727,31.783447,0
Battle-No change of territory,Sudan,14.202236,24.663792,1
Battle-No change of territory,Sudan,11.016607,29.716667,0
Battle-No change of territory,Sudan,15.588056,32.534167,2
Battle-No change of territory,Sudan,10.632222,30.379444,7
Battle-No change of territory,Sudan,13.283333,25.63333,0
Battle-No change of territory,Sudan,13.633333,25.35,0
Battle-No change of territory,Sudan,11.016607,29.716667,0
Battle-No change of territory,Sudan,10.632222,30.379444,31
Battle-No change of territory,Sudan,11.016667,29.716667,76
Battle-No change of territory,Sudan,10.508333,29.924722,1
Battle-No change of territory,Sudan,12.039656,29.660683,11
Battle-No change of territory,Sudan,11.483333,30.06667,10
Battle-No change of territory,Sudan,12.991177,25.153198,100
Battle-No change of territory,Sudan,11.016667,29.716667,7
Battle-No change of territory,Sudan,11.137778,29.701111,24
Battle-No change of territory,Sudan,13.633333,25.35,0
Battle-No change of territory,Sudan,13.8,22.533333,0
Battle-No change of territory,Sudan,11.016667,29.716667,0
Battle-No change of territory,Sudan,11.861667,31.049722,6
Battle-No change of territory,Sudan,14.1,33.66667,13
Battle-No change of territory,Sudan,14.1,33.66667,2
Battle-No change of territory,Sudan,13.647886,24.089656,1
Battle-No change of territory,Sudan,13.633333,25.35,2
Battle-No change of territory,Sudan,13.633333,25.35,2
Battle-No change of territory,Sudan,11.68,23.59,1
Battle-No change of territory,Sudan,12.054514,24.889956,0
Battle-No change of territory,Sudan,11.68,23.59,0
Battle-No change of territory,Sudan,11.016667,29.716667,21
Battle-No change of territory,Sudan,10.900739,30.06958,1
Battle-No change of territory,Sudan,12.991177,25.153198,1
Battle-No change of territory,Sudan,13.344193,24.606628,27
Battle-No change of territory,Sudan,13.344193,24.606628,9
Battle-No change of territory,Sudan,14,22.616667,2
Battle-No change of territory,Sudan,14,22.616667,20
Battle-No change of territory,Sudan,11.861667,31.049722,0
Battle-No change of territory,Sudan,12.85,24.11,10
Battle-No change of territory,Sudan,13.282222,24.038889,0
Battle-No change of territory,Sudan,14.202236,24.663792,2
Battle-No change of territory,Sudan,12.902844,23.461304,2
Battle-Rebels overtake territory,Sudan,10.3,29.98333,0
Battle-Rebels overtake territory,Sudan,11,30,0
Battle-Rebels overtake territory,Sudan,10.716667,25.133333,0
Battle-Rebels overtake territory,Sudan,11.473968,27.839355,17
Battle-Rebels overtake territory,Sudan,14.41667,24.86667,16
Battle-Rebels overtake territory,Sudan,10.574909,30.043753,17
Battle-Rebels overtake territory,Sudan,10.212219,27.745972,7
Battle-Rebels overtake territory,Sudan,15.1167,24.2167,45
Battle-Rebels overtake territory,Sudan,13.166667,24.366667,8
Battle-Rebels overtake territory,Sudan,13.166667,24.366667,8
Battle-Rebels overtake territory,Sudan,11.458491,29.970703,64
Battle-Rebels overtake territory,Sudan,13.166667,24.366667,8
Battle-Rebels overtake territory,Sudan,13.166667,24.366667,8
Battle-Rebels overtake territory,Sudan,10.73,34.068333,0
Battle-Rebels overtake territory,Sudan,11.483333,30.06667,0
Battle-Rebels overtake territory,Sudan,13.283333,25.63333,63
Battle-Rebels overtake territory,Sudan,11.483333,30.06667,0
Battle-Rebels overtake territory,Sudan,10.900739,30.06958,6
Battle-Rebels overtake territory,Sudan,10.900739,30.06958,6
Battle-Rebels overtake territory,Sudan,10.277086,26.240845,0
Battle-Rebels overtake territory,Sudan,13.647886,24.089656,32
Battle-Rebels overtake territory,Sudan,13.647886,24.089656,33
Battle-Rebels overtake territory,Sudan,13.16,23.65,97
Battle-Rebels overtake territory,Sudan,12.509722,24.285,47
Battle-Rebels overtake territory,Sudan,12.902844,23.461304,73
Battle-No change of territory,Tanzania,-2.8666,32.1667,1
Battle-No change of territory,Tanzania,-3.28825,36.82014,1
Battle-No change of territory,Tanzania,-3.3333,36.8,1
Battle-No change of territory,Tanzania,-4.81629,34.74358,1
Battle-No change of territory,Tunisia,31.938,10.617,0
Battle-No change of territory,Tunisia,34.7515,10.76174,0
Battle-No change of territory,Tunisia,33.1456,11.542511,0
Battle-No change of territory,Tunisia,36.447882,8.441302,0
Battle-No change of territory,Tunisia,36.447882,8.441302,0
Battle-No change of territory,Tunisia,34.398305,8.804377,1
Battle-No change of territory,Tunisia,35.231513,9.123213,0
Battle-No change of territory,Tunisia,36.81897,10.16579,0
Battle-No change of territory,Tunisia,33.13783,11.219649,0
Battle-No change of territory,Tunisia,34.740556,10.760278,0
Battle-No change of territory,Tunisia,35.03823,9.48494,0
Battle-No change of territory,Tunisia,36.499632,8.78314,0
Battle-No change of territory,Tunisia,35.794137,10.659056,1
Battle-No change of territory,Tunisia,31.090574,9.711914,0
Battle-No change of territory,Tunisia,36.725195,9.191688,0
Battle-No change of territory,Tunisia,37.27442,9.87391,0
Battle-No change of territory,Tunisia,33.704387,8.969034,0
Battle-No change of territory,Tunisia,36.447882,8.441302,1
Battle-No change of territory,Tunisia,36.827716,10.089129,2
Battle-No change of territory,Tunisia,36.827716,10.089129,1
Battle-No change of territory,Tunisia,35.729173,10.58082,0
Battle-No change of territory,Tunisia,35.106731,8.45131,1
Battle-No change of territory,Tunisia,35.106731,8.45131,1
Battle-No change of territory,Tunisia,36.827596,10.089176,1
Battle-No change of territory,Uganda,3.36139,31.80972,0
Battle-No change of territory,Uganda,0.3156,32.5656,0
Battle-No change of territory,Uganda,0.18333,30.08333,0
Battle-No change of territory,Uganda,1.95,34.95,1
Battle-No change of territory,Uganda,1.9167,34.7833,1
Battle-No change of territory,Uganda,2.08333,33.6,2
Battle-No change of territory,Zambia,-12.8166,28.2,0
Battle-No change of territory,Zimbabwe,-20.15,28.58,0
Battle-No change of territory,Zimbabwe,-17.646944,31.7775,1
Battle-No change of territory,Zimbabwe,-17.9047,30.9838,1
Battle-No change of territory,Zimbabwe,-17.8552,30.9672,0
Battle-No change of territory,Zimbabwe,-17.82444,31.07361,0
Battle-No change of territory,Zimbabwe,-17.8333,31.05,0
Battle-No change of territory,Zimbabwe,-17.8333,31.05,0
Battle-No change of territory,Zimbabwe,-17.8333,31.05,0
