OBJECTID,ISO,u5pop.mean,imr.mean.10000,imr.perc.mean,uw.count.sum,uw.perc.mean
100885,KEN,19544.12165,660.6728998,0.06606729,135.800596,0.245226486
100886,KEN,29583.81055,1330,0.133,204.9034202,0.199
100887,KEN,25406.58008,582,0.0582,204.0482386,0.234
100888,KEN,31347.6086,1330,0.133,179.9298365,0.199
100889,KEN,20075.56055,1156,0.1156,94.86168255,0.211
100890,KEN,29583.81055,1330,0.133,245.6174848,0.199
100891,KEN,18337.81055,440,0.044,71.13069812,0.154
100892,KEN,20038,704,0.0704,134.8853253,0.242
100893,KEN,18966.50977,610,0.061,171.2528689,0.249
100894,KEN,59548.92188,1293,0.1293,135.8914321,0.202
100895,KEN,20038.16921,706.036275,0.070603628,394.240475,0.241860344
100896,KEN,13180.66992,1330,0.133,123.9459833,0.199
100897,KEN,38563.96875,560,0.056,260.114181,0.296
100898,KEN,20075.56055,1156,0.1156,42.53068138,0.211
100899,KEN,18978.58833,611.0596314,0.061105963,67.36083615,0.248921091
100900,KEN,29583.81055,1330,0.133,89.20978403,0.199
100901,KEN,13238.93037,560,0.056,168.4756277,0.296
100902,KEN,25406.58008,582,0.0582,194.6390535,0.234
100903,KEN,55524.04335,1300.192486,0.130019249,363.0784429,0.201416826
100904,KEN,17514.11307,494.3129429,0.049431294,237.3785764,0.184338125
100905,KEN,59548.92188,1293,0.1293,302.3976716,0.202
100906,KEN,780.3160196,663.8363087,0.066383631,30.64955471,0.255762852
100907,KEN,16373.65977,610,0.061,82.17626897,0.249
100908,KEN,20065.2493,1031.915438,0.103191544,304.9875557,0.219510224
100909,KEN,21560.42673,1119.423743,0.111942374,436.8971784,0.213579095
100910,KEN,18337.81055,440,0.044,105.2838997,0.154
100911,KEN,59548.92188,1293,0.1293,115.908646,0.202
100912,KEN,41260.14766,553.6045378,0.055360454,5344.434547,0.288399596
100913,KEN,32329.86914,1330,0.133,7.307893062,0.199
100914,KEN,5829.144533,560,0.056,177.1231194,0.296
100915,KEN,18124.62036,444.0346566,0.044403466,134.4377643,0.156241476
100916,KEN,4072.570579,560,0.056,71.86038364,0.296
100917,KEN,18856.90636,610,0.061,751.2364005,0.249
100918,KEN,18132.58338,443.8839553,0.044388396,131.0649901,0.156157753
100919,KEN,275.9559592,785.5563351,0.078555634,14.00884354,0.178433703
100920,KEN,59548.92188,1293,0.1293,128.5888646,0.202
100921,KEN,40846.39821,560,0.056,2849.501352,0.296
100922,KEN,15801.03234,477.4227626,0.047742276,138.2906047,0.176294412
100923,KEN,18310.45881,440.5176357,0.044051764,233.4413731,0.154287575
100924,KEN,13019.38067,474.4084842,0.047440848,109.9475573,0.173159481
100925,KEN,38563.96875,560,0.056,288.1352595,0.296
100926,KEN,20038,704,0.0704,180.2848396,0.242
100927,KEN,20038,704,0.0704,125.5838995,0.242
100928,KEN,20038,704,0.0704,100.0306757,0.242
100929,KEN,30615.77832,1330,0.133,194.7666139,0.199
100930,KEN,59548.92188,1293,0.1293,287.2907282,0.202
100931,KEN,59548.92188,1293,0.1293,211.7438159,0.202
100932,KEN,18809.02067,610,0.061,153.2050296,0.249
100933,KEN,38843.91016,1330,0.133,100.7993102,0.199
100934,KEN,29103.24023,443,0.0443,11.84026897,0.156
100935,KEN,284.6600936,905.7696301,0.090576963,0,0
100936,KEN,6443.771973,1330,0.133,36.33666918,0.199
100937,KEN,32574.78906,491,0.0491,36.62154576,0.214
100938,KEN,16700.47817,441.987016,0.044198702,257.6225372,0.155207206
100939,KEN,24207.18945,1330,0.133,39.0627863,0.199
100940,KEN,40995.64063,462,0.0462,380.3326779,0.18
100941,KEN,40995.64063,462,0.0462,58.92409259,0.18
100942,KEN,92717.96875,1330,0.133,304.361507,0.199
100943,KEN,92717.96875,1330,0.133,291.7658918,0.199
100944,KEN,23468.06265,610,0.061,428.6504045,0.249
100945,KEN,11195.37012,1330,0.133,116.5016504,0.199
100946,KEN,11195.37012,1330,0.133,95.88526098,0.199
100947,KEN,48846.98828,440,0.044,120.6828782,0.154
100948,KEN,48354.20979,441.1676778,0.044116768,112.9460345,0.155381277
100949,KEN,60676.46875,1258,0.1258,103.5143127,0.204
100950,KEN,543.0777087,560,0.056,28.3596962,0.296
100951,KEN,31071.64536,482.1200859,0.048212009,102.8487841,0.20382498
100952,KEN,58476.30859,1313,0.1313,381.7225695,0.2
100953,KEN,58552.13925,1311.104372,0.131110437,450.7788542,0.200137864
100954,KEN,308.5217911,780,0.078,325.4904575,0.211
100955,KEN,11984.96973,560,0.056,90.47166486,0.296
100956,KEN,102727.3959,540.9406072,0.054094061,356.8815689,0.146008412
100957,KEN,11450.86368,560,0.056,95.6472307,0.296
100958,KEN,2452.855957,781,0.0781,0,0
100959,KEN,17852.02559,550.1810721,0.055018107,776.3132278,0.284871882
100960,KEN,22083.11914,545,0.0545,477.7083006,0.279
100961,KEN,4184.057953,603,0.0603,2022.370987,0.243
100962,KEN,138.0514692,666.1075625,0.066610756,23.47008716,0.254945073
100963,KEN,3674.885056,601.178571,0.060117857,429.5661523,0.246758299
100964,KEN,981.6113332,752.7058824,0.075270588,3707.427593,0.216941177
100965,KEN,982.0935475,628.369754,0.062836975,25.47520513,0.24495152
100966,KEN,4181.77002,780,0.078,238.5147126,0.211
100967,KEN,38563.96875,560,0.056,330.2367919,0.296
100968,KEN,22320.77689,595.2891242,0.059528912,514.3868635,0.241070867
100969,KEN,18966.50977,610,0.061,89.15068412,0.249
100970,KEN,38563.96875,560,0.056,294.2855709,0.296
100971,KEN,19138.7163,625.1073836,0.062510738,102.9989449,0.247874982
100972,KEN,29583.81055,1330,0.133,168.5279217,0.199
100973,KEN,7952.128106,904.4215194,0.090442152,0,0
100974,KEN,16348.78796,610,0.061,256.7593417,0.249
100975,KEN,549.0452785,910,0.091,0,0
100976,KEN,13180.66992,1330,0.133,0.292537818,0.199
100977,KEN,29640.193,1330,0.133,169.7566199,0.199
100978,KEN,57516.1264,1295.763264,0.129576326,81.07783228,0.201775952
100979,KEN,38563.96875,560,0.056,248.3756529,0.296
100980,KEN,38563.96875,560,0.056,165.4192486,0.296
100981,KEN,18841.23918,610,0.061,223.2273011,0.249
100982,KEN,31262.87109,1330,0.133,114.5589402,0.199
100983,KEN,1010.920197,910,0.091,0,0
100984,KEN,52768.23659,1305.117132,0.130511713,315.9308449,0.20101753
100985,KEN,33778.47501,818.4602789,0.081846028,708.6338727,0.234800878
100986,KEN,29583.81055,1330,0.133,2.954111161,0.199
100987,KEN,39063.64792,718.7420798,0.071874208,148.5961963,0.241845181
100988,KEN,25895.16992,610,0.061,838.9959574,0.249
100989,KEN,18286.3756,610,0.061,890.5804879,0.249
100990,KEN,38712.00561,685.8534816,0.068585348,356.3478539,0.244137597
100991,KEN,6913.224668,560,0.056,143.530344,0.296
100992,KEN,43389.79512,605.4461889,0.060544619,1368.096583,0.245964126
100993,KEN,10949.79004,1330,0.133,54.00938352,0.199
100994,KEN,29103.24023,443,0.0443,52.05134566,0.156
100995,KEN,34648.25,440,0.044,32.85363646,0.154
100996,KEN,13976.41146,560.4611155,0.056046112,260.3537667,0.220922842
100997,KEN,10723.17327,609.5968642,0.060959686,898.1012349,0.248731243
100998,KEN,8015.535996,1330,0.133,70.55254707,0.199
100999,KEN,8452.826472,610,0.061,964.4715703,0.249
101000,KEN,5937.711814,560,0.056,327.6589325,0.296
101001,KEN,39800.54598,466.1157054,0.046611571,65.10642939,0.18482531
101002,KEN,83357.87737,1330,0.133,388.5399905,0.199
101003,KEN,7031.269435,610,0.061,249.2973489,0.249
101004,KEN,40813.16504,440.2339913,0.044023399,308.6260912,0.154155994
101005,KEN,85694.91471,1330,0.133,685.329763,0.199
101006,KEN,47336.68073,440,0.044,59.23706682,0.154
101007,KEN,39002.89857,440.6615955,0.04406616,27.64790297,0.154441064
101008,KEN,14617.55957,560,0.056,149.803371,0.296
101009,KEN,92717.96875,1330,0.133,389.1794859,0.199
101010,KEN,7947.799805,610,0.061,194.4202018,0.249
101011,KEN,40995.64063,462,0.0462,198.6441013,0.18
101012,KEN,42624.30703,459.6280007,0.0459628,63.43919626,0.177196728
101013,KEN,92717.96875,1330,0.133,386.3388422,0.199
101014,KEN,41609.51943,440.050509,0.044005051,795.5913402,0.154028862
101015,KEN,3557.101608,1368.611693,0.136861169,207.7382417,0.062679812
101016,KEN,21491.66992,462,0.0462,185.2451505,0.166
101017,KEN,30318.23047,610,0.061,132.8684863,0.249
101018,KEN,60676.46875,1258,0.1258,149.5276321,0.204
101019,KEN,48846.98828,440,0.044,117.2992873,0.154
101020,KEN,58476.30859,1313,0.1313,283.4116056,0.2
101021,KEN,28565.40617,610,0.061,236.7126475,0.249
101022,KEN,1971.443925,780.6226341,0.078062263,29.87730107,0.0796242
101023,KEN,22083.11914,545,0.0545,189.6378422,0.279
101024,KEN,55607.37109,443,0.0443,628.741615,0.156
101025,KEN,2224.580856,560,0.056,169.3350487,0.296
101026,KEN,22083.11914,545,0.0545,147.2311346,0.279
101027,KEN,126183.0655,564.1920731,0.056419207,119.7470463,0.138800457
101028,KEN,132042,570,0.057,126.3212235,0.137
101029,KEN,10490.25557,568.9765645,0.056897656,201.9393846,0.283036827
101030,KEN,41960.61708,560,0.056,355.6037694,0.296
101031,KEN,46421.69922,560,0.056,445.2162335,0.296
101032,KEN,16565.89928,560,0.056,432.3870233,0.296
101033,KEN,46421.69922,560,0.056,161.0783334,0.296
101034,KEN,46421.69922,560,0.056,132.4381245,0.296
101035,KEN,10583.4962,560,0.056,142.7998746,0.296
101036,KEN,38563.96875,560,0.056,86.73204879,0.296
101037,KEN,56041.53502,1299.267725,0.129926773,120.5562377,0.201491806
101038,KEN,23228.09033,726.4000504,0.072640005,363.1052726,0.240730894
101039,KEN,13180.66992,1330,0.133,2.010581813,0.199
101040,KEN,22322.80884,667.3317739,0.066733177,251.1649267,0.244730613
101041,KEN,7071.751305,610,0.061,202.9061529,0.249
101042,KEN,15208.8684,610,0.061,173.5775351,0.249
101043,KEN,79546.48888,1300.402554,0.130040255,307.9021977,0.201055378
101044,KEN,28075.16782,610,0.061,176.8595299,0.249
101045,KEN,34648.25,440,0.044,50.5821691,0.154
101046,KEN,42749.48828,560,0.056,181.5098764,0.296
101047,KEN,16393.1661,477.4567247,0.047745672,122.1581711,0.174809292
101048,KEN,32574.78906,491,0.0491,114.3898291,0.214
101049,KEN,29103.24023,443,0.0443,23.0877721,0.156
101050,KEN,32574.78906,491,0.0491,59.6922396,0.214
101051,KEN,1588.541683,835.6022761,0.083560228,0.126347239,0.000247217
101052,KEN,49294.84012,440,0.044,162.329288,0.154
101053,KEN,16361.8595,516.9760911,0.051697609,49.13581872,0.245057083
101054,KEN,39232.03688,886.8828044,0.08868828,281.2404911,0.229753684
101055,KEN,21570.52939,639.4580939,0.063945809,773.8765129,0.246944784
101056,KEN,26342.0839,866.1638635,0.086616386,399.8608305,0.231207328
101057,KEN,1008.322593,610,0.061,66.92442031,0.249
101058,KEN,199.8596518,560.0182805,0.056001828,11.20859561,0.295992383
101059,KEN,28528.61234,457.8926422,0.045789264,2660.899943,0.16376618
101060,KEN,30318.23047,610,0.061,285.2414592,0.249
101061,KEN,59018.44922,440,0.044,167.3311927,0.154
101062,KEN,52309.70325,1315.940094,0.131594009,1316.973093,0.199827053
101063,KEN,48846.98828,440,0.044,30.40778581,0.154
101064,KEN,60676.46875,1258,0.1258,135.6554689,0.204
101065,KEN,48846.98828,440,0.044,93.19346735,0.154
101066,KEN,53032.20445,444.4341832,0.044443418,100.5443169,0.156754833
101067,KEN,20514.66015,1132.034125,0.113203413,172.3159181,0.21262443
101068,KEN,21911.59962,544.4969094,0.054449691,179.2893898,0.278387542
101069,KEN,130850.44,567.8787282,0.056787873,114.3240631,0.137277397
101070,KEN,3430.251199,610,0.061,343.5993158,0.249
101071,KEN,11982.69883,560,0.056,325.5846322,0.296
101072,KEN,1606.330322,610,0.061,799.9524231,0.249
101073,KEN,927.3218199,860.0146874,0.086001469,0,0
101074,KEN,14997.1466,547.4889105,0.054748891,700.2633815,0.258012371
101075,KEN,55607.37109,443,0.0443,32.03687313,0.156
101076,KEN,14143.57632,560,0.056,210.0952465,0.296
101077,KEN,64792.34111,503.3358128,0.050333581,90.50471084,0.157665898
101078,KEN,1360.504411,560,0.056,16.41844735,0.296
101079,KEN,20185.657,1141.308335,0.114130834,98.88605943,0.20799165
101080,KEN,1601.198844,888.822566,0.088882257,0,0
101081,KEN,15694.12012,560,0.056,171.3364257,0.296
101082,KEN,37329.73828,560,0.056,107.5703731,0.296
101083,KEN,37329.73828,560,0.056,54.79619784,0.296
101084,KEN,422.1043205,560,0.056,24.99484352,0.296
101085,KEN,7759.911174,560,0.056,62.12339079,0.296
101086,KEN,8365.471367,560,0.056,167.9817639,0.296
101087,KEN,18897.53575,612.4071068,0.061240711,227.9184879,0.248820747
101088,KEN,146.3399258,771.5,0.07715,125.3580818,0.21425
101089,KEN,23541.95107,1330,0.133,71.45540001,0.199
101090,KEN,29231.09426,585.4048864,0.058540489,118.2566766,0.235702443
101091,KEN,24932.94298,465.4955119,0.046549551,192.6780366,0.168417523
101092,KEN,10393.84189,560,0.056,265.6708288,0.296
101093,KEN,17284.77499,1330,0.133,107.7881007,0.199
101094,KEN,20752.97286,1330,0.133,66.07695776,0.199
101095,KEN,23875.09131,463.199218,0.046319922,249.5137065,0.167414635
101096,KEN,10524.09775,560,0.056,366.5592093,0.296
101097,KEN,16674.2608,471.4829312,0.047148293,178.5114443,0.171490517
101098,KEN,13180.66992,1330,0.133,5.131038286,0.199
101099,KEN,14483.48767,1330,0.133,61.07259853,0.199
101100,KEN,23953.45669,444.2982404,0.044429824,900.2772349,0.156636501
101101,KEN,31532.83079,442.9480585,0.044294806,158.6518751,0.155842295
101102,KEN,42161.85276,560,0.056,333.9795363,0.296
101103,KEN,34184.54252,440.3459509,0.044034595,151.2564754,0.154221366
101104,KEN,25855.14401,610.6423642,0.061064236,192.0353138,0.248952164
101105,KEN,10949.79004,1330,0.133,0.327781527,0.199
101106,KEN,29103.24023,443,0.0443,88.31176048,0.156
101107,KEN,38372.28471,683.842922,0.068384292,162.6994415,0.244266479
101108,KEN,34797.31176,607.2931151,0.060729312,620.9134844,0.24719541
101109,KEN,16435.58008,476,0.0476,202.2007534,0.174
101110,KEN,16435.58008,476,0.0476,228.4390391,0.174
101111,KEN,50117.92188,604,0.0604,1860.989196,0.245
101112,KEN,25895.16992,610,0.061,249.0937752,0.249
101113,KEN,25734.57188,610,0.061,233.2295112,0.249
101114,KEN,19018.39924,610,0.061,125.9986516,0.249
101115,KEN,14135.71791,465.2707074,0.046527071,140.4844432,0.168039282
101116,KEN,16435.58008,476,0.0476,390.9249097,0.174
101117,KEN,42749.48828,560,0.056,167.7746136,0.296
101118,KEN,487.5586561,903.3448823,0.090334488,0,0
101119,KEN,21117.29503,610,0.061,2104.402318,0.249
101120,KEN,10949.79004,1330,0.133,101.3786073,0.199
101121,KEN,39074.69922,688,0.0688,112.5268771,0.244
101122,KEN,25261.31055,440,0.044,7780.485229,0.154
101123,KEN,29103.24023,443,0.0443,96.40055448,0.156
101124,KEN,38843.91016,1330,0.133,213.704208,0.199
101125,KEN,9019.838886,560,0.056,70.60853558,0.296
101126,KEN,29131.69631,442.9846045,0.04429846,137.0397964,0.155989736
101127,KEN,33060.17217,440.859193,0.044085919,1519.759682,0.154572795
101128,KEN,29103.24023,443,0.0443,112.2821761,0.156
101129,KEN,42749.48828,560,0.056,87.62876915,0.296
101130,KEN,32610.83599,490.1133698,0.049011337,443.7687081,0.212956906
101131,KEN,34648.25,440,0.044,125.781249,0.154
101132,KEN,25026.34622,607.6885926,0.060768859,923.2907182,0.247459062
101133,KEN,38843.91016,1330,0.133,465.6076544,0.199
101134,KEN,49691.77436,604.0626459,0.060406265,2655.430317,0.245041764
101135,KEN,22204.0293,610,0.061,286.9106086,0.249
101136,KEN,39074.69922,688,0.0688,670.2344851,0.244
101137,KEN,39074.69922,688,0.0688,682.466772,0.244
101138,KEN,374.5517367,683.9342291,0.068393423,76.82020758,0.248261068
101139,KEN,38843.91016,1330,0.133,257.9855446,0.199
101140,KEN,39074.69922,688,0.0688,299.6210175,0.244
101141,KEN,11978.49819,455.2068689,0.045520687,169.11135,0.162448261
101142,KEN,34648.25,440,0.044,279.2826791,0.154
101143,KEN,24207.18945,1330,0.133,67.59411733,0.199
101144,KEN,18428.88769,441.4290401,0.044142904,178.8003509,0.154952693
101145,KEN,42749.48828,560,0.056,110.2453561,0.296
101146,KEN,18672.19922,610,0.061,351.7293862,0.249
101147,KEN,34648.25,440,0.044,65.95445874,0.154
101148,KEN,38843.91016,1330,0.133,79.232459,0.199
101149,KEN,42749.48828,560,0.056,220.4401393,0.296
101150,KEN,24207.18945,1330,0.133,83.92558004,0.199
101151,KEN,26258.03704,607.5075276,0.060750753,2702.000939,0.247338352
101152,KEN,24207.18945,1330,0.133,39.13914547,0.199
101153,KEN,38831.70608,1330,0.133,205.9889117,0.199
101154,KEN,39074.69922,688,0.0688,788.7789009,0.244
101155,KEN,37818.82431,680.5673944,0.068056739,301.387444,0.244476449
101156,KEN,26625.47969,1330,0.133,194.5140568,0.199
101157,KEN,24207.18945,1330,0.133,36.51053593,0.199
101158,KEN,24207.18945,1330,0.133,49.63545322,0.199
101159,KEN,42749.48828,560,0.056,121.2567197,0.296
101160,KEN,8336.246566,898.349585,0.089834959,2.340187741,0.004511623
101161,KEN,24207.18945,1330,0.133,51.99176382,0.199
101162,KEN,9802.319336,560,0.056,275.1876624,0.296
101163,KEN,24586.00199,560,0.056,131.4611161,0.296
101164,KEN,38843.91016,1330,0.133,234.4901117,0.199
101165,KEN,42749.48828,560,0.056,299.2754618,0.296
101166,KEN,6862.944292,560,0.056,108.3831602,0.296
101167,KEN,29103.24023,443,0.0443,64.05132988,0.156
101168,KEN,32574.78906,491,0.0491,133.7332793,0.214
101169,KEN,25895.16992,610,0.061,95.42658774,0.249
101170,KEN,9802.319336,560,0.056,111.7741653,0.296
101171,KEN,24207.18945,1330,0.133,97.26591219,0.199
101172,KEN,24207.18945,1330,0.133,97.18004915,0.199
101173,KEN,23788.29322,1330,0.133,4.490077477,0.199
101174,KEN,10144.31912,560,0.056,41.69757519,0.296
101175,KEN,24207.18945,1330,0.133,91.46041963,0.199
101176,KEN,39022.13434,834.2229376,0.083422294,51.70277606,0.233750729
101177,KEN,20503.48931,610,0.061,614.1329927,0.249
101178,KEN,38956.24659,1017.506888,0.101750689,59.29842593,0.220903723
101179,KEN,34648.25,440,0.044,49.09238071,0.154
101180,KEN,34648.25,440,0.044,64.65250845,0.154
101181,KEN,32574.78906,491,0.0491,71.15713393,0.214
101182,KEN,14447.64544,610,0.061,646.4053758,0.249
101183,KEN,11816.89822,560,0.056,34.15427178,0.296
101184,KEN,33523.74758,467.6588878,0.046765889,43.99694132,0.186539868
101185,KEN,24207.18945,1330,0.133,95.33375643,0.199
101186,KEN,32574.78906,491,0.0491,65.98617436,0.214
101187,KEN,45587.04305,440,0.044,164.3056883,0.154
101188,KEN,54926.13808,1323.076989,0.132307699,333.9558124,0.199407236
101189,KEN,55826.01672,440.4009538,0.044040095,99.25431216,0.154473854
101190,KEN,22966.34933,1330,0.133,223.5627035,0.199
101191,KEN,80133.89754,1301.722512,0.130172251,367.9058953,0.200963714
101192,KEN,3217.891296,560,0.056,86.50271311,0.296
101193,KEN,30318.23047,610,0.061,662.7048935,0.249
101194,KEN,58476.30859,1313,0.1313,229.2417959,0.2
101195,KEN,60676.46875,1258,0.1258,299.5808575,0.204
101196,KEN,23393.20795,610,0.061,200.7907028,0.249
101197,KEN,22204.0293,610,0.061,451.010491,0.249
101198,KEN,6443.771973,1330,0.133,34.10269946,0.199
101199,KEN,24207.18945,1330,0.133,73.18537202,0.199
101200,KEN,32574.78906,491,0.0491,113.4116002,0.214
101201,KEN,38864.66504,1272.264871,0.127226487,144.4900425,0.203046855
101202,KEN,34648.25,440,0.044,46.90215541,0.154
101203,KEN,33555.96299,466.8664995,0.04668665,48.74712941,0.185607647
101204,KEN,34648.25,440,0.044,109.9964602,0.154
101205,KEN,24207.18945,1330,0.133,79.74404639,0.199
101206,KEN,29103.24023,443,0.0443,255.2872819,0.156
101207,KEN,34648.25,440,0.044,46.64813332,0.154
101208,KEN,38843.91016,1330,0.133,154.0748289,0.199
101209,KEN,18099.06859,610,0.061,979.6440215,0.249
101210,KEN,38843.91016,1330,0.133,239.0656316,0.199
101211,KEN,34648.25,440,0.044,66.38018597,0.154
101212,KEN,34648.25,440,0.044,45.84104441,0.154
101213,KEN,29103.24023,443,0.0443,26.75852116,0.156
101214,KEN,42749.48828,560,0.056,214.540617,0.296
101215,KEN,24207.18945,1330,0.133,130.4532628,0.199
101216,KEN,11241.99902,442.8653669,0.044286537,109.5408655,0.155637353
101217,KEN,24957.11667,521.5864174,0.052158642,71.09040923,0.250530861
101218,KEN,40995.64063,462,0.0462,52.79577364,0.18
101219,KEN,92717.96875,1330,0.133,256.3420808,0.199
101220,KEN,56101.32031,440,0.044,75.76260819,0.154
101221,KEN,52487.12891,1330,0.133,65.03405951,0.199
101222,KEN,43849.3517,457.8438386,0.045784384,75.15879778,0.175088173
101223,KEN,44904.57031,776,0.0776,631.5256752,0.237
101224,KEN,19370.99023,780,0.078,74.33455849,0.211
101225,KEN,24583.78906,610,0.061,252.4188185,0.249
101226,KEN,52487.12891,1330,0.133,219.7550066,0.199
101227,KEN,52487.12891,1330,0.133,126.8291084,0.199
101228,KEN,44904.57031,776,0.0776,717.5607198,0.237
101229,KEN,56101.32031,440,0.044,273.1080344,0.154
101230,KEN,5016.767284,610,0.061,120.5884649,0.249
101231,KEN,45794.08786,440,0.044,218.3510296,0.154
101232,KEN,54736.64081,440,0.044,226.2829876,0.154
101233,KEN,23503.44723,508.097442,0.050809744,210.4100069,0.234556578
101234,KEN,80459.0211,1302.453093,0.130245309,354.6590469,0.20091298
101235,KEN,56101.32031,440,0.044,129.8989052,0.154
101236,KEN,20639.49634,460.0658353,0.046006584,171.787684,0.164968446
101237,KEN,54788.07258,1323.468881,0.132346888,151.8441827,0.199384183
101238,KEN,59018.44922,440,0.044,202.6378152,0.154
101239,KEN,48846.98828,440,0.044,77.3859553,0.154
101240,KEN,59018.44922,440,0.044,198.6091266,0.154
101241,KEN,29705.54842,634.9003536,0.063490035,337.6463898,0.247262766
101242,KEN,56978.43548,440,0.044,1417.884127,0.154
101243,KEN,60676.46875,1258,0.1258,347.4806214,0.204
101244,KEN,21491.66992,462,0.0462,163.0627471,0.166
101245,KEN,101943.7978,540.1638311,0.054016383,173.7396596,0.146249212
101246,KEN,12080.98517,560,0.056,174.7992844,0.296
101247,KEN,132042,570,0.057,122.4639114,0.137
101248,KEN,132042,570,0.057,33.80318438,0.137
101249,KEN,11984.96973,560,0.056,243.1986261,0.296
101250,KEN,55607.37109,443,0.0443,102.2677838,0.156
101251,KEN,10854.53761,560,0.056,829.0270443,0.296
101252,KEN,24207.18945,1330,0.133,53.0241118,0.199
101253,KEN,42749.48828,560,0.056,83.52201933,0.296
101254,KEN,24207.18945,1330,0.133,56.37896677,0.199
101255,KEN,42749.48828,560,0.056,155.9602064,0.296
101256,KEN,42749.48828,560,0.056,95.9941046,0.296
101257,KEN,24207.18945,1330,0.133,52.39676672,0.199
101258,KEN,34232.06234,440.2251688,0.044022517,241.5883257,0.154150113
101259,KEN,16308.36424,609.9397594,0.060993976,1470.467789,0.24895984
101260,KEN,42749.48828,560,0.056,333.2271275,0.296
101261,KEN,34648.25,440,0.044,75.98788969,0.154
101262,KEN,11136.6688,560,0.056,32.48377897,0.296
101263,KEN,42749.48828,560,0.056,83.66813913,0.296
101264,KEN,39074.69922,688,0.0688,454.1910471,0.244
101265,KEN,43261.69114,605.0357789,0.060503578,1186.802751,0.245690519
101266,KEN,29103.24023,443,0.0443,23.4043546,0.156
101267,KEN,38843.91016,1330,0.133,218.6426524,0.199
101268,KEN,39074.69922,688,0.0688,339.1696245,0.244
101269,KEN,29013.49588,1330,0.133,76.39300773,0.199
101270,KEN,24207.18945,1330,0.133,66.16198277,0.199
101271,KEN,34056.54376,440.3201291,0.044032013,272.4339576,0.154213419
101272,KEN,29103.24023,443,0.0443,23.28710883,0.156
101273,KEN,56101.32031,440,0.044,99.77895905,0.154
101274,KEN,52487.12891,1330,0.133,350.7587975,0.199
101275,KEN,41803.76953,440,0.044,46.72096773,0.154
101276,KEN,23207.02563,610,0.061,254.680989,0.249
101277,KEN,32149.87638,671.8071952,0.06718072,204.2099314,0.24453201
101278,KEN,56101.32031,440,0.044,46.20763229,0.154
101279,KEN,132042,570,0.057,382.9487618,0.137
101280,KEN,256199.5937,667,0.0667,376.0752243,0.13
101281,KEN,35242.70675,560,0.056,530.2753585,0.296
101282,KEN,1034.10498,610,0.061,42.86280249,0.249
101283,KEN,256199.5938,667,0.0667,110.3720641,0.13
101284,KEN,2198.312612,560,0.056,12.05471688,0.296
101285,KEN,30318.23047,610,0.061,487.5863607,0.249
101286,KEN,32334.18945,526.5,0.05265,10925.50732,0.2025
101287,KEN,58476.30859,1313,0.1313,275.6780989,0.2
101288,KEN,28202.16992,696,0.0696,186.7610843,0.243
101289,KEN,59018.44922,440,0.044,211.8553586,0.154
101290,KEN,26632.36499,492.6393131,0.049263931,65.08958851,0.216268456
101291,KEN,59018.44922,440,0.044,137.4243003,0.154
101292,KEN,16926.80981,610,0.061,208.459816,0.249
101293,KEN,3224.695765,610,0.061,193.1542322,0.249
101294,KEN,132042,570,0.057,156.3607217,0.137
101295,KEN,132042,570,0.057,1177.480105,0.137
101296,KEN,313.3424259,901.1520033,0.0901152,0,0
101297,KEN,38843.91016,1330,0.133,253.6349307,0.199
101298,KEN,4653.892983,560,0.056,77.52973532,0.296
101299,KEN,39062.29368,722.5092369,0.072250924,176.3198075,0.241581128
101300,KEN,9802.319336,560,0.056,191.2203023,0.296
101301,KEN,24207.18945,1330,0.133,74.78602701,0.199
101302,KEN,26697.39674,560,0.056,130.5463276,0.296
101303,KEN,31869.69981,645.3588752,0.064535888,90.65403892,0.246733405
101304,KEN,24207.18945,1330,0.133,57.30084123,0.199
101305,KEN,39000.31138,1330,0.133,167.7216376,0.199
101306,KEN,32574.78906,491,0.0491,52.59091847,0.214
101307,KEN,32574.78906,491,0.0491,46.325652,0.214
101308,KEN,32574.78906,491,0.0491,68.02613487,0.214
101309,KEN,34648.25,440,0.044,37.48191795,0.154
101310,KEN,29103.24023,443,0.0443,27.34090768,0.156
101311,KEN,29103.24023,443,0.0443,51.46283328,0.156
101312,KEN,34648.25,440,0.044,41.90894166,0.154
101313,KEN,20740.34761,610,0.061,623.1247127,0.249
101314,KEN,29103.24023,443,0.0443,46.82549228,0.156
101315,KEN,32574.78906,491,0.0491,47.66680308,0.214
101316,KEN,38843.97542,1329.818451,0.132981845,267.2224659,0.199012725
101317,KEN,32574.78906,491,0.0491,81.12012362,0.214
101318,KEN,6443.771973,1330,0.133,17.980466,0.199
101319,KEN,33903.84169,657.3974741,0.065739747,367.5299358,0.2459617
101320,KEN,32574.78906,491,0.0491,130.0048322,0.214
101321,KEN,38540.50928,450.8676875,0.045086769,84.05752177,0.166792563
101322,KEN,460.3571676,892,0.0892,0,0
101323,KEN,9629.023428,560,0.056,53.60179615,0.296
101324,KEN,29103.24023,443,0.0443,34.56949394,0.156
101325,KEN,33510.89695,441.9588646,0.044195886,50.76434776,0.15530591
101326,KEN,41349.13037,440,0.044,52.80487941,0.154
101327,KEN,13584.41488,445.5254893,0.044552549,108.1569674,0.157157422
101328,KEN,34648.25,440,0.044,35.74361588,0.154
101329,KEN,29103.24023,443,0.0443,21.3114966,0.156
101330,KEN,33405.7306,560,0.056,527.3264874,0.296
